,position,calculate_log_return,log_ret,cum_ret
2015-05-22,1,,-0.004973422387331897,-0.07132995176716461
2015-05-25,1,,0.0014054719418950092,-0.07002473207109505
2015-05-26,1,,-0.007070989455838101,-0.07660057738481052
2015-05-27,1,,0.002714479352093971,-0.0740940287183861
2015-05-28,1,,-0.004927190463172458,-0.07865614378987928
2015-05-29,1,,-0.0007390162201705394,-0.07933703184397312
2015-06-01,1,,0.0043386405300820845,-0.0753426061757857
2015-06-02,1,,0.0021144860000467257,-0.07338743106170464
2015-06-03,1,,0.0019099239816985623,-0.07161767149454601
2015-06-04,1,,-0.0012841697517011169,-0.07280987199882649
2015-06-05,1,,-0.0033653594407431287,-0.07593020004945905
2015-06-08,1,,0.002516497166659955,-0.07360478101608747
2015-06-09,1,,-0.0005789690370538136,-0.07414113516395382
2015-06-10,1,,-0.01142753468903446,-0.08472141945901779
2015-06-11,1,,0.005438382767746603,-0.07974378419891603
2015-06-12,1,,-0.004268532084757992,-0.08367192738226092
2015-06-15,1,,0.0014427551364256167,-0.08234989034884077
2015-06-16,1,,-0.0012581115007869884,-0.08350439650549135
2015-06-17,1,,0.002265411649732301,-0.08142815668840653
2015-06-18,1,,-0.008367339257819495,-0.08911415893407526
2015-06-22,1,,0.0019530598262447111,-0.08733514439159429
2015-06-23,1,,0.0021792371661934723,-0.0853462312179738
2015-06-24,1,,0.0008256161531556202,-0.08459107829192258
2015-06-25,1,,-0.0030176592748477863,-0.08735347051479336
2015-06-26,1,,0.0005950246985986105,-0.0868104232886594
2015-06-29,1,,0.0026812273843997234,-0.08436195438843264
2015-06-30,1,,-0.006642245927230443,-0.09044384746771328
2015-07-01,1,,0.0008654044460053348,-0.0896567135294204
2015-07-02,1,,-0.004963872704951255,-0.0941755417212673
2015-07-03,1,,0.0025371608973763526,-0.09187731932583543
2015-07-06,1,,6.363811201509008e-05,-0.09181952811295924
2015-07-07,1,,-0.00482926910233334,-0.09620537600518586
2015-07-08,1,,0.0008161684669601027,-0.09546772733247322
2015-07-09,1,,-0.0050269001226684595,-0.10001472072490325
2015-07-13,1,,-0.008208879407715327,-0.10740259135119146
2015-07-14,1,,0.00835444621886281,-0.0999454343055387
2015-07-15,1,,0.00021627011931145797,-0.0997507793972292
2015-07-16,1,,-0.00446879419426502,-0.10377380788765045
2015-07-17,1,,0.0034479396113282616,-0.10068367409915635
2015-07-20,1,,-0.0068109134348447705,-0.10680883974540967
2015-07-21,1,,-0.00020635638449977573,-0.10699315544390697
2015-07-22,1,,-0.0024784600929993058,-0.1092064372709145
2015-07-23,1,,0.0001906088425873534,-0.10903664414093839
2015-07-24,1,,0.0003851110589063652,-0.10869352429951673
2015-07-27,1,,0.001030281718691089,-0.10777522753185154
2015-07-28,1,,-0.009449153527150403,-0.11620599638762985
2015-07-29,1,,0.00020227615643091506,-0.11602722593350245
2015-07-30,1,,0.0021763368276802282,-0.11410340343063496
2015-07-31,1,,-0.0015959003260217373,-0.1155172060979216
2015-08-03,1,,0.0050895072476857565,-0.11101562450790359
2015-08-04,1,,-0.005334219764411383,-0.1157576625339064
2015-08-05,1,,-0.00469426410233863,-0.1199085295964415
2015-08-06,1,,0.00014286125466649266,-0.11978279862475827
2015-08-07,1,,0.004661672218380358,-0.11567951455096681
2015-08-10,1,,-0.0013565174802493464,-0.11687911074762103
2015-08-11,1,,0.004736313587946026,-0.11269637328005588
2015-08-12,1,,-0.00472570542784786,-0.1168895088449955
2015-08-13,1,,0.0028970229065982214,-0.11433111752306213
2015-08-14,1,,0.0036360891152463055,-0.11111074653977537
2015-08-17,1,,0.0014958981911374642,-0.10978105871340271
2015-08-18,1,,-0.0038104039924614745,-0.113173152521446
2015-08-19,1,,0.0029591244604660494,-0.11054892150487416
2015-08-20,1,,-0.0029081937225598807,-0.11313561754787782
2015-08-21,1,,0.002301867725832466,-0.11109417304872105
2015-08-24,1,,-0.0033284720895167762,-0.11405287128393726
2015-08-25,1,,-0.011150008559277624,-0.12393118935218883
2015-08-26,1,,-0.003105170111175269,-0.12665153203834534
2015-08-27,1,,-0.005254031673405778,-0.13124013255093625
2015-08-28,1,,0.013966929652843374,-0.11910622459706166
2015-08-31,1,,0.007990460943747852,-0.11206747728911393
2015-09-01,1,,0.0015183187477983203,-0.1107193126931022
2015-09-02,1,,-0.005279194361541403,-0.11541399828336052
2015-09-03,1,,-0.007663226992816233,-0.12219278160918279
2015-09-04,1,,0.0052240701116811564,-0.1176070551557693
2015-09-07,1,,0.0017223449154392223,-0.11608727015379727
2015-09-08,1,,-0.002964507408571251,-0.11870763598995682
2015-09-09,1,,-0.0055843931905954535,-0.12362911906645824
2015-09-10,1,,0.00021676407191240289,-0.12343915334580158
2015-09-11,1,,0.010726451447644822,-0.11403676598325885
2015-09-14,1,,-0.0020477450014260924,-0.11585099276716393
2015-09-15,1,,0.0008668956431352865,-0.11508452784491141
2015-09-16,1,,-0.0010886547733959966,-0.11604789529772508
2015-09-17,1,,-0.0037692396335592985,-0.11937972260493712
2015-09-18,1,,-0.0017463696922009081,-0.12091761116771738
2015-09-21,1,,0.011987984912767268,-0.11037918475331654
2015-09-22,1,,-0.0008938243717219116,-0.11117434951957517
2015-09-23,1,,0.0030446283393830206,-0.10846820575535188
2015-09-24,1,,-0.0001354971413578376,-0.10858900576490171
2015-09-25,1,,-0.004925142613314853,-0.11297933203858634
2015-09-30,1,,0.007094922508860502,-0.10668598913564242
2015-10-01,1,,-0.006614774380376684,-0.1125950597683395
2015-10-02,1,,-0.0002465958937029665,-0.11281389018265242
2015-10-05,1,,-0.0007584021402400319,-0.11348673402712917
2015-10-06,1,,0.0024467444806579365,-0.11131766258657994
2015-10-07,1,,0.0026220783398388024,-0.10898746787865099
2015-10-08,1,,-0.003253062254621548,-0.11188598711528974
2015-10-12,1,,-0.005125869952967826,-0.1164383440487452
2015-10-13,1,,0.002516871176186807,-0.1142145331844977
2015-10-14,1,,0.0014952993262291813,-0.11289001877278493
2015-10-15,1,,-0.0020461598638009428,-0.11470518761114934
2015-10-16,1,,-0.0018742847071637916,-0.11636448213934114
2015-10-19,1,,0.0029994176370614378,-0.11371409018233603
2015-10-20,1,,0.0025798864545310426,-0.11142757316875573
2015-10-21,1,,0.00044916257500932495,-0.11102845968943786
2015-10-22,1,,0.004338077987760511,-0.10717203181867119
2015-10-23,1,,-0.005453054496610411,-0.11204067138526186
2015-10-26,1,,0.030076583221289744,-0.08533388874106018
2015-10-27,1,,0.0019724196046488752,-0.08352978337150507
2015-10-28,1,,-0.00048179345912830547,-0.08397133272736268
2015-10-29,1,,0.001943557327135307,-0.08219097849921886
2015-10-30,1,,0.0004702244896499147,-0.0817594022204875
2015-11-02,1,,0.0023809200702071417,-0.0795731447519552
2015-11-03,1,,-0.0027046742830222925,-0.08206259959674778
2015-11-04,1,,-0.0013654546009504972,-0.08331600144351292
2015-11-05,1,,-0.0025895616741625606,-0.08568981119349295
2015-11-06,1,,0.003688892022882381,-0.08231701963156457
2015-11-09,1,,0.003992048362079553,-0.07865358479287654
2015-11-10,1,,0.0008205115787534924,-0.0778976093911562
2015-11-11,1,,-0.0019275200159659782,-0.07967498020582486
2015-11-12,1,,-0.002582457680780311,-0.08205168062200663
2015-11-13,1,,0.0035222378318800394,-0.07881844832378282
2015-11-16,1,,-0.005110852857945923,-0.08352647168985428
2015-11-17,1,,-0.00205199738712812,-0.0854070729753188
2015-11-18,1,,0.0018832884014340365,-0.08368463072381949
2015-11-19,1,,0.0004696550453495018,-0.08325427858750756
2015-11-20,1,,0.004310079422949327,-0.0793030317175707
2015-11-23,1,,-0.0030649764310595666,-0.08212494622550426
2015-11-24,1,,0.0006136567314429598,-0.08156168602013192
2015-11-25,1,,0.0027884453248157135,-0.07900067099738317
2015-11-26,1,,-0.006818852219040818,-0.0852808293156877
2015-11-27,1,,0.0001192632012124767,-0.08517173697918135
2015-11-30,1,,0.014092378327959202,-0.07227963099158219
2015-12-01,1,,-0.010722538708559855,-0.08222714855899438
2015-12-02,1,,0.001780564433067495,-0.0805929948620836
2015-12-03,1,,0.002761007846057491,-0.07805450490717747
2015-12-04,1,,-0.0009071111793555396,-0.07889081197253256
2015-12-07,1,,-0.0029868786116734997,-0.08164205330526775
2015-12-08,1,,0.00033308256659514044,-0.08133616428332968
2015-12-09,1,,0.0036317211229528524,-0.0779998334262646
2015-12-10,1,,-0.0008157911016163231,-0.07875199295784419
2015-12-11,1,,-0.0021078075400852323,-0.0806938064533761
2015-12-14,1,,0.0022068498921704355,-0.07866503567927619
2015-12-15,1,,-0.005606305632412782,-0.08383032107908628
2015-12-16,1,,0.0035641197389146865,-0.0805649826422491
2015-12-17,1,,-0.0004945044533791322,-0.08101964735292522
2015-12-18,1,,0.0020680554264080066,-0.07911914504787099
2015-12-21,1,,0.007857383159509356,-0.07188343132625541
2015-12-22,1,,-0.0041063231618153175,-0.07569457788906497
2015-12-23,1,,-0.0024756431966167706,-0.0779828283189099
2015-12-24,1,,2.059554770698896e-05,-0.07796383887026381
2015-12-25,1,,-0.0002210714276965783,-0.07816767472079267
2015-12-28,1,,-0.002719864910302239,-0.08067493411550197
2015-12-29,1,,0.0018950118679918703,-0.07893280220510845
2015-12-30,1,,-0.00022900457458496486,-0.07914373080690362
2015-12-31,1,,0.005085566508259341,-0.07446065500537447
2016-01-04,1,,0.0009455897475197432,-0.07358547448982145
2016-01-05,1,,-0.0040615027892223305,-0.07734810966915717
2016-01-06,1,,0.002551340473389634,-0.07499411055850658
2016-01-07,1,,0.00017771826848947083,-0.07482972011349254
2016-01-08,1,,0.0032734570081796605,-0.07180121497703862
2016-01-11,1,,0.007449361282170138,-0.06488672688573116
2016-01-12,1,,-0.004353125543518411,-0.06895739236100795
2016-01-13,1,,-0.0045875325988555295,-0.07322858067447535
2016-01-14,1,,0.002705764594031079,-0.0707209553813043
2016-01-15,1,,-0.0032490013784444,-0.07374018427822993
2016-01-18,1,,0.004409112705945543,-0.06965620035572428
2016-01-19,1,,-0.0017026930047204707,-0.07124029023536371
2016-01-20,1,,0.005027125313869615,-0.06657129878790369
2016-01-21,1,,-0.0024129077952960523,-0.06882357617741142
2016-01-22,1,,-0.0023949237402138084,-0.07105367270115148
2016-01-25,1,,-0.0005673658850943576,-0.0715807251563445
2016-01-26,1,,0.0023482455756240277,-0.06940056870186873
2016-01-27,1,,-0.0029715810352129134,-0.07216592032329416
2016-01-28,1,,-0.0005353753144914327,-0.07266265978549691
2016-01-29,1,,0.0009694471157432907,-0.07176365527570483
2016-02-01,1,,0.0011454493480179528,-0.07070040755983387
2016-02-02,1,,-0.0019460968278901993,-0.07250891454884134
2016-02-03,1,,0.00460905238560427,-0.06823405954881612
2016-02-15,1,,-0.005533882273661257,-0.0733903425698802
2016-02-16,1,,0.0005938987019298541,-0.07284003029713682
2016-02-17,1,,-0.0034104711028906456,-0.07600208258156538
2016-02-18,1,,-0.004054387862287363,-0.07974832852272551
2016-02-19,1,,0.003635454626673447,-0.0764027953259494
2016-02-22,1,,0.002063401818441249,-0.0744970431743176
2016-02-23,1,,-0.00032387468854065893,-0.074796790156203
2016-02-24,1,,0.0031725224602883184,-0.07186156219264273
2016-02-25,1,,-0.00012887830155170317,-0.07198117909811219
2016-02-26,1,,-0.0031480523018446145,-0.07490263088340743
2016-03-01,1,,0.0017326706737250666,-0.07329974180159893
2016-03-02,1,,0.0014941817248023247,-0.07191508321142914
2016-03-03,1,,0.0028503071520402747,-0.06926975613540598
2016-03-04,1,,-0.0038559554799629425,-0.07285861051960296
2016-03-07,1,,0.0004966734028169788,-0.07239812405079737
2016-03-08,1,,0.003067940311673074,-0.06955229686238917
2016-03-09,1,,-0.001574688631247644,-0.0710174622824905
2016-03-10,1,,-0.0017866888670099443,-0.07267726504027705
2016-03-11,1,,0.001049764386516663,-0.07170379465830912
2016-03-14,1,,-0.003021945383345903,-0.07450905509041894
2016-03-15,1,,-0.0001040651278918909,-0.07460536642396376
2016-03-16,1,,-0.002210895438047515,-0.07665131719773066
2016-03-17,1,,-0.004297025071467947,-0.08061896963743886
2016-03-18,1,,0.00044650322137453996,-0.08020846304571139
2016-03-21,1,,0.001269587888328144,-0.07904070685060749
2016-03-22,1,,0.006226205526897077,-0.07330662500955343
2016-03-23,1,,-0.003977364470924559,-0.07699242231468162
2016-03-24,1,,-0.0013728484252526127,-0.07825957181420318
2016-03-25,1,,-0.0024301123596853634,-0.08049950462115918
2016-03-28,1,,0.0019163979153222885,-0.07873737578867734
2016-03-29,1,,-0.0022832583049396758,-0.08084085632643834
2016-03-30,1,,-0.007958694582611975,-0.08815616322375142
2016-03-31,1,,-0.001038788737354481,-0.08910337633162069
2016-04-01,1,,0.006631019639333297,-0.08306320293067326
2016-04-06,1,,0.00389175876873922,-0.07949470611029896
2016-04-07,1,,0.0031544423705503017,-0.07659102520893746
2016-04-08,1,,0.0043795393016869385,-0.0725469193123095
2016-04-11,1,,-0.004882999728820598,-0.07707567245380131
2016-04-12,1,,-0.00381422590415368,-0.0805959143315017
2016-04-13,1,,-0.002982531848814423,-0.08333806629893814
2016-04-14,1,,-0.0038553015809186177,-0.08687207450110379
2016-04-15,1,,0.003505764544049008,-0.0836708629957087
2016-04-18,1,,0.0015833704139301664,-0.08221997455075403
2016-04-19,1,,-0.0016003058060958392,-0.08368870325419919
2016-04-20,1,,0.006449712980188966,-0.07777875838968396
2016-04-21,1,,-0.0021297251267688444,-0.07974283614038147
2016-04-22,1,,0.0004994813830213656,-0.07928318481944141
2016-04-25,1,,-0.006193811422422122,-0.08498593114612285
2016-04-26,1,,0.003365169155408914,-0.08190675402485059
2016-04-27,1,,-0.000999378582796106,-0.08282427675188786
2016-04-28,1,,-0.0017557242981712843,-0.08443458445488738
2016-04-29,1,,0.007177253386010759,-0.07786333947605184
2016-05-03,1,,-0.003299858034969083,-0.08090625954462138
2016-05-04,1,,0.004302535510415879,-0.07695182608891127
2016-05-05,1,,-0.0014472406622634485,-0.07828769893942344
2016-05-06,1,,0.0001351558557825755,-0.07816312412458837
2016-05-09,1,,8.895660165042271e-05,-0.07808112064883443
2016-05-10,1,,-0.001194601637100532,-0.07918244645138117
2016-05-11,1,,-0.0005857206648596781,-0.07972178832106003
2016-05-12,1,,0.0009637198882903354,-0.07883489790570475
2016-05-13,1,,-0.0007951954991899352,-0.07956740424890096
2016-05-16,1,,-0.0007886915635391583,-0.08029334167197621
2016-05-17,1,,-0.002624914558440803,-0.08270749306891645
2016-05-18,1,,0.0033257186928532015,-0.07965683623180153
2016-05-19,1,,0.000433732271472005,-0.07925765370084659
2016-05-20,1,,-0.003797341800571249,-0.08275402710000435
2016-05-23,1,,0.0009610133751892749,-0.08187254145170908
2016-05-24,1,,-0.0053224047250987,-0.0867591873753294
2016-05-25,1,,0.002775289904059124,-0.08422467936807732
2016-05-26,1,,0.0008895048330308639,-0.08341009279440481
2016-05-27,1,,-0.0038764917310441906,-0.08696324599044591
2016-05-30,1,,0.004025925852557946,-0.08328742771814335
2016-05-31,1,,-0.0006261868974765559,-0.0838614611196582
2016-06-01,1,,-0.00030498100586391055,-0.0841408659727566
2016-06-02,1,,-0.002215703533045047,-0.08617013829179232
2016-06-03,1,,-0.0023080096216135638,-0.08827926640513273
2016-06-06,1,,-0.0016138412059077884,-0.0897506388932886
2016-06-07,1,,-0.0026960741810568285,-0.09220473869409185
2016-06-08,1,,-0.0013104865916607968,-0.0933943922120064
2016-06-13,1,,0.0027047797690288914,-0.09094222370557326
2016-06-14,1,,-0.001561662213787737,-0.09236186488496212
2016-06-15,1,,-0.003987454989550422,-0.0959810310955328
2016-06-16,1,,0.0027344241476916875,-0.09350905979698909
2016-06-17,1,,-0.0013382934049074062,-0.0947222106438711
2016-06-20,1,,-0.001501537345213197,-0.09608151905238138
2016-06-21,1,,0.0024296474321374804,-0.09388531583628534
2016-06-22,1,,0.0009743056244377426,-0.09300248320311899
2016-06-23,1,,0.0027905191541699364,-0.09047148925971271
2016-06-24,1,,-0.0017063778310501382,-0.09202348854714792
2016-06-27,1,,-0.008333686264923491,-0.09959027992951575
2016-06-28,1,,0.005438678666704099,-0.09469324079367547
2016-06-29,1,,-0.005705969472324385,-0.09985889352479571
2016-06-30,1,,-0.0055427035022525195,-0.1048481087881773
2016-07-01,1,,-0.0017869992975585657,-0.10644774458898099
2016-07-04,1,,0.00032529052794464584,-0.10615708050407213
2016-07-05,1,,-0.0003563715420729878,-0.1064756206836639
2016-07-06,1,,0.0016523659027633368,-0.10499919146599379
2016-07-07,1,,-0.0055990881466748904,-0.11001037988432094
2016-07-08,1,,-0.0038124333120808894,-0.1134034059594562
2016-07-11,1,,-0.0009309497105410538,-0.11422878280204496
2016-07-12,1,,0.0008660393724331695,-0.11346167005298347
2016-07-13,1,,-0.004440205642493635,-0.11739808254790107
2016-07-14,1,,0.004122246055451146,-0.11375978027515055
2016-07-15,1,,-0.0022429798902550424,-0.11574759926592859
2016-07-18,1,,0.001178795417858502,-0.11470524658771286
2016-07-19,1,,-0.0035311946531928116,-0.11783139468746207
2016-07-20,1,,0.002308668397912552,-0.11579475990674637
2016-07-21,1,,-0.006866682718698242,-0.1218663167486772
2016-07-22,1,,0.0035374614111261357,-0.11875995273036566
2016-07-25,1,,-0.002024374337050807,-0.12054391246683982
2016-07-26,1,,0.0020230806917807993,-0.11876470183688248
2016-07-27,1,,-0.0011019546464265191,-0.11973578316828837
2016-07-28,1,,0.009628999772713767,-0.11125971922448785
2016-07-29,1,,0.0028261275011443048,-0.1087480258756135
2016-08-01,1,,-0.005650319479349843,-0.11378388426601749
2016-08-02,1,,0.0014762795592329822,-0.1124755815292966
2016-08-03,1,,0.002014240244467157,-0.11068789412766555
2016-08-04,1,,-0.004155905240934184,-0.11438379096928664
2016-08-05,1,,-0.0017980919659393842,-0.11597621035965044
2016-08-08,1,,-0.0022168140879974827,-0.11793592675065012
2016-08-09,1,,0.0033845377291186808,-0.1149505476152376
2016-08-10,1,,-0.00351870199660937,-0.11806477289044193
2016-08-11,1,,0.002270265145398548,-0.11606254608383593
2016-08-12,1,,-0.0029327001120786193,-0.11865486955400628
2016-08-15,1,,0.0011489771621409346,-0.11764222412715974
2016-08-16,1,,-0.002108934137038365,-0.11950305856177923
2016-08-17,1,,0.002978870107467863,-0.11688017254321215
2016-08-18,1,,-0.0032181977505205076,-0.11972222678537359
2016-08-19,1,,0.005245565385137681,-0.11510467216889275
2016-08-22,1,,-0.0019229411043552517,-0.11680627376783104
2016-08-23,1,,-0.0005071906008534224,-0.11725422132450869
2016-08-24,1,,-0.00029149658250434676,-0.11751153870221276
2016-08-25,1,,-0.00023693463718332355,-0.11772063078560879
2016-08-26,1,,-0.002436102708248975,-0.11986995394638422
2016-08-29,1,,0.0029671146391763914,-0.11725850720235964
2016-08-30,1,,-0.0018892780302540782,-0.11892625131109591
2016-08-31,1,,0.003115875122103568,-0.11618093553681752
2016-09-01,1,,0.000592917974903124,-0.11565690332693523
2016-09-02,1,,-0.0015477920074782683,-0.11702568250383438
2016-09-05,1,,-0.00822318392225558,-0.12428654271523354
2016-09-06,1,,0.0013432224263353059,-0.12311026476036513
2016-09-07,1,,0.0009454817774246688,-0.12228118149488543
2016-09-08,1,,-0.007602131408268668,-0.12895371529267163
2016-09-09,1,,0.009950900149027808,-0.12028602068836725
2016-09-12,1,,0.001734118043018746,-0.11876049280414702
2016-09-13,1,,-0.0016684580968920125,-0.12023080399522901
2016-09-14,1,,0.0008045557514793292,-0.119522980628609
2016-09-19,1,,-0.002972998451276466,-0.12214063744358472
2016-09-20,1,,-0.006194219828492674,-0.12757829131375964
2016-09-21,1,,0.0021955814903344474,-0.1256628183584021
2016-09-22,1,,-0.0027200598754219354,-0.1280410678437749
2016-09-23,1,,0.0028736677583647502,-0.12553534757381946
2016-09-26,1,,-0.0011814184950815468,-0.1265684562874908
2016-09-29,1,,-0.0035545137169708217,-0.12967308069045191
2016-09-30,1,,0.009663644433796545,-0.12126255080108295
2016-10-03,1,,-0.002969055010023064,-0.12387157062712195
2016-10-04,1,,-0.002514134599114699,-0.1260742754246763
2016-10-05,1,,0.0013675391872903454,-0.12487914774953857
2016-10-06,1,,-0.0011030646448324539,-0.12584446262161164
2016-10-07,1,,0.004226428807599867,-0.12214990647611257
2016-10-11,1,,-0.0080410064312378,-0.12920870472380086
2016-10-12,1,,-9.143419710876939e-05,-0.1292883248267338
2016-10-13,1,,-0.0025231664522439583,-0.13148527531510812
2016-10-14,1,,0.004966629283784998,-0.12717168465008954
2016-10-17,1,,-0.0072887095818407535,-0.13353347675548244
2016-10-18,1,,0.0019633772503556577,-0.13183227609554948
2016-10-19,1,,-0.0012185029262068389,-0.13289014100756535
2016-10-20,1,,0.0016864877213957315,-0.13142777087727342
2016-10-21,1,,-0.00047782803957100253,-0.13184279904274088
2016-10-24,1,,-0.001528010720749216,-0.13316935255309925
2016-10-25,1,,0.0004444523782405859,-0.1327840876103097
2016-10-26,1,,-0.00017712281419376307,-0.13293769133322575
2016-10-27,1,,0.0008803876444219328,-0.13217434038973164
2016-10-28,1,,-0.0005587012590270003,-0.1326591956783718
2016-10-31,1,,0.0022302393084001272,-0.13072481812279435
2016-11-01,1,,-0.001174896055497249,-0.13174612610512348
2016-11-02,1,,-0.00038648612291739893,-0.1320816941785531
2016-11-03,1,,-0.004351224857413447,-0.1358582018850475
2016-11-04,1,,-0.0004082614985564313,-0.13621099771051115
2016-11-07,1,,-0.0070369551525225876,-0.14228944218086448
2016-11-08,1,,0.007363694692837462,-0.13597352349826108
2016-11-09,1,,-0.005613515533896825,-0.14082374954580168
2016-11-10,1,,-0.005308097848931315,-0.1453843411526905
2016-11-11,1,,0.02007214922881187,-0.12823036811502797
2016-11-14,1,,-0.006768939859019891,-0.1341313243241773
2016-11-15,1,,-0.0009120931997415676,-0.13492107725513047
2016-11-16,1,,-0.002600775814739272,-0.137170953595246
2016-11-17,1,,0.006064847312292876,-0.13193802717218994
2016-11-18,1,,-0.0006565399327184107,-0.13250794452142578
2016-11-21,1,,-0.0008180722198496314,-0.1332176156729531
2016-11-22,1,,-0.0009789951496491738,-0.13406619142301057
2016-11-23,1,,-0.0008619814984390556,-0.1348126103448768
2016-11-24,1,,0.0005814882335947752,-0.13430951405793767
2016-11-25,1,,0.001806119566019443,-0.13274597353316075
2016-11-28,1,,0.001963289726331535,-0.13104330261287878
2016-11-29,1,,-0.0018469586386815518,-0.13264822969175816
2016-11-30,1,,8.586731420682974e-05,-0.13257375252476933
2016-12-01,1,,0.006759609222874967,-0.12671029006217194
2016-12-02,1,,0.002244738651552672,-0.12474998289627126
2016-12-05,1,,-0.002183670599927829,-0.12666124062620698
2016-12-06,1,,-0.00672475421774708,-0.13253422913182789
2016-12-07,1,,0.0019301840003459715,-0.13085986058005028
2016-12-08,1,,0.0018330236320322005,-0.12926670616494562
2016-12-09,1,,-0.0023839474601115205,-0.13134248858921826
2016-12-12,1,,-0.0013957756068599617,-0.13255493955436115
2016-12-13,1,,0.0018861182208268566,-0.13091883562028828
2016-12-14,1,,-0.0012071237946178004,-0.1319679241732652
2016-12-15,1,,0.0026853931034780945,-0.1296369168232423
2016-12-16,1,,-0.0018284194962545196,-0.13122830565334287
2016-12-19,1,,0.0037043720790519504,-0.12801005204573446
2016-12-20,1,,-0.005147905838939331,-0.13249897419030465
2016-12-21,1,,0.003346794917641462,-0.1295956261660759
2016-12-22,1,,-0.0005331731905045958,-0.13005970244310205
2016-12-23,1,,0.003325191849275739,-0.12716698405630933
2016-12-26,1,,-0.003272641191978127,-0.13002345333800513
2016-12-27,1,,0.0013815480440503556,-0.12882153894159454
2016-12-28,1,,-0.0007036523521428529,-0.12943454571485447
2016-12-29,1,,-0.0028035968408483985,-0.13187526027224006
2016-12-30,1,,-0.0012799378826884316,-0.13298640601351663
2017-01-03,1,,0.00648947157666195,-0.12735994593876188
2017-01-04,1,,-0.0012658667165334888,-0.12846459193871196
2017-01-05,1,,0.0024130814544235006,-0.12636150600864593
2017-01-06,1,,0.0012102219677318177,-0.12530420951136134
2017-01-09,1,,-0.003591385210056072,-0.12844557903662057
2017-01-10,1,,0.0006826091192609003,-0.12785064804093882
2017-01-11,1,,-0.0020429454879407134,-0.12963240162433398
2017-01-12,1,,0.0012505527104491388,-0.12854396106509813
2017-01-13,1,,-0.0008738670572548974,-0.12930549778936917
2017-01-16,1,,0.003677328448449318,-0.12610366812648166
2017-01-17,1,,-0.0003102403102636504,-0.12637478599562035
2017-01-18,1,,0.001814632179149156,-0.12478947756977188
2017-01-19,1,,0.0027265122849750626,-0.12240320532842641
2017-01-20,1,,-0.001179587357532457,-0.12343840741243195
2017-01-23,1,,-0.0043603295409294545,-0.12726050481903572
2017-01-24,1,,0.00013911850843735158,-0.12713909060221174
2017-02-02,1,,0.0015438529494888247,-0.12579152171274444
2017-02-03,1,,0.0020036056370125966,-0.12403995267772394
2017-02-06,1,,0.0011765753109595663,-0.1230093197126575
2017-02-07,1,,0.00492221550419618,-0.11869258258911164
2017-02-08,1,,0.017952257008386655,-0.10287112532835374
2017-02-09,1,,0.0036332343741277274,-0.0996116458628743
2017-02-10,1,,0.0010968944411559134,-0.09862401488233963
2017-02-13,0,,0.0,-0.09862401488233963
2017-02-14,0,,0.0,-0.09862401488233963
2017-02-15,0,,0.0,-0.09862401488233963
2017-02-16,0,,0.0,-0.09862401488233963
2017-02-17,0,,0.0,-0.09862401488233963
2017-02-20,0,,0.0,-0.09862401488233963
2017-02-21,0,,0.0,-0.09862401488233963
2017-02-22,0,,0.0,-0.09862401488233963
2017-02-23,0,,0.0,-0.09862401488233963
2017-02-24,0,,0.0,-0.09862401488233963
2017-03-01,0,,0.0,-0.09862401488233963
2017-03-02,0,,0.0,-0.09862401488233963
2017-03-03,0,,0.0,-0.09862401488233963
2017-03-06,0,,0.0,-0.09862401488233963
2017-03-07,0,,0.0,-0.09862401488233963
2017-03-08,0,,0.0,-0.09862401488233963
2017-03-09,0,,0.0,-0.09862401488233963
2017-03-10,0,,0.0,-0.09862401488233963
2017-03-13,0,,0.0,-0.09862401488233963
2017-03-14,0,,0.0,-0.09862401488233963
2017-03-15,0,,0.0,-0.09862401488233963
2017-03-16,0,,0.0,-0.09862401488233963
2017-03-17,0,,0.0,-0.09862401488233963
2017-03-20,0,,0.0,-0.09862401488233963
2017-03-21,0,,0.0,-0.09862401488233963
2017-03-22,0,,0.0,-0.09862401488233963
2017-03-23,0,,0.0,-0.09862401488233963
2017-03-24,0,,0.0,-0.09862401488233963
2017-03-27,0,,0.0,-0.09862401488233963
2017-03-28,0,,0.0,-0.09862401488233963
2017-03-29,0,,0.0,-0.09862401488233963
2017-03-30,0,,0.0,-0.09862401488233963
2017-03-31,0,,0.0,-0.09862401488233963
2017-04-05,0,,0.0,-0.09862401488233963
2017-04-06,0,,0.0,-0.09862401488233963
2017-04-07,0,,0.0,-0.09862401488233963
2017-04-10,0,,0.0,-0.09862401488233963
2017-04-11,0,,0.0,-0.09862401488233963
2017-04-12,0,,0.0,-0.09862401488233963
2017-04-13,0,,0.0,-0.09862401488233963
2017-04-14,0,,0.0,-0.09862401488233963
2017-04-17,0,,0.0,-0.09862401488233963
2017-04-18,0,,0.0,-0.09862401488233963
2017-04-19,0,,0.0,-0.09862401488233963
2017-04-20,0,,0.0,-0.09862401488233963
2017-04-21,0,,0.0,-0.09862401488233963
2017-04-24,0,,0.0,-0.09862401488233963
2017-04-25,0,,0.0,-0.09862401488233963
2017-04-26,0,,0.0,-0.09862401488233963
2017-04-27,0,,0.0,-0.09862401488233963
2017-04-28,0,,0.0,-0.09862401488233963
2017-05-02,0,,0.0,-0.09862401488233963
2017-05-03,0,,0.0,-0.09862401488233963
2017-05-04,0,,0.0,-0.09862401488233963
2017-05-05,0,,0.0,-0.09862401488233963
