,stock_id,date,證券名稱,處置條件,處置措施,處置內容,處置開始時間,處置結束時間,分時交易,key_date
1883,3018,2023-07-10,隆銘綠能,連續三次,人工管制撮合,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十二年七月十一日起至一百十二年七月二十四日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每四十五分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第二項。,2023-07-11,2023-07-24,45.0,2023-12-01 10:33:19.063937
1884,3018,2024-07-05,隆銘綠能,連續三次,人工管制撮合,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十三年七月八日起至一百十三年七月十九日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每四十五分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第二項。,2024-07-08,2024-07-19,45.0,2024-08-28 10:33:17.223902
1886,30183,2018-08-21,同開三,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自107年08月22日起10個營業日(107年08月22日至107年09月04日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2018-08-22,2018-09-04,5.0,2023-12-01 10:33:19.063937
1887,30183,2018-08-24,同開三,因連續3個營業日達本中心作業要點第四條第一項第一款,第二次處置,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自107年08月27日起10個營業日(107年08月27日至107年09月07日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2018-08-27,2018-09-07,20.0,2023-12-01 10:33:19.063937
1888,30183,2018-08-29,同開三,nan,第二次處置,上市公司同開科技工程股份有限公司股票（代號：3018）最近30個營業日內曾發布處置，又因連續3個營業日經臺灣證券交易所公布注意交易資訊，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，對同開科技工程股份有限公司國內第三次有擔保轉換公司債(代號:30183)自107年8月30日起10個營業日(107年8月30日至107年9月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2018-08-30,2018-09-12,20.0,2023-12-01 10:33:19.063937
1889,30184,2023-07-10,隆銘綠能四,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,第二次處置,上市公司隆銘綠能科技工程股份有限公司股票(代號：3018)因連續3個營業日經臺灣證券交易所公布注意交易資訊，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自112年07月11日起10個營業日(112年07月11日至112年07月24日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對隆銘綠能科技工程股份有限公司國內第四次有擔保轉換公司債（代號：30184）改以人工管制之撮合終端機執行撮合作業(約每45分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2023-07-11,2023-07-24,45.0,2023-12-01 10:33:19.063937
1892,3019,2024-12-20,亞光,連續三次及當日沖銷標準,第一次處置,"１處置原因：該有價證券之交易，連續三個營業日及當日沖銷量百分比達本公司「公布注意交易資訊」標準。
２處置期間：自民國一百十三年十二月二十三日起至一百十四年一月八日﹝十二個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。
ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。
ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
",2024-12-23,2025-01-08,5.0,2024-12-20 09:33:44.700698
1893,3021,2021-03-26,鴻名,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十年三月二十九日起至一百十年四月十三日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2021-03-29,2021-04-13,5.0,2023-12-01 10:33:19.063937
1897,3025,2018-06-14,星通,最近十個營業日已有六次,第一次處置,１處置原因：該有價證券之交易，最近十個營業日內已有六個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百零七年六月十五日起至一百零七年六月二十九日﹝十個營業日，如遇有價證券最後交易日在處置期間，僅處置至最後交易日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2018-06-15,2018-06-29,5.0,2023-12-01 10:33:19.063937
1898,3025,2020-12-02,星通,最近十個營業日已有六次,第一次處置,１處置原因：該有價證券之交易，最近十個營業日內已有六個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百零九年十二月三日起至一百零九年十二月十六日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2020-12-03,2020-12-16,5.0,2023-12-01 10:33:19.063937
1899,3026,2018-05-14,禾伸堂,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百零七年五月十五日起至一百零七年五月二十八日﹝十個營業日，如遇有價證券最後交易日在處置期間，僅處置至最後交易日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2018-05-15,2018-05-28,5.0,2023-12-01 10:33:19.063937
1902,3035,2021-07-14,智原,連續五次,第一次處置,１處置原因：該有價證券之交易，連續五個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十年七月十五日起至一百十年七月二十八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2021-07-15,2021-07-28,5.0,2023-12-01 10:33:19.063937
1903,3035,2023-07-24,智原,連續三次及當日沖銷標準,第一次處置,１處置原因：該有價證券之交易，連續三個營業日及當日沖銷量百分比達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十二年七月二十五日起至一百十二年八月九日﹝十二個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2023-07-25,2023-08-09,5.0,2023-12-01 10:33:19.063937
1906,3040,2020-05-06,遠見,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百零九年五月七日起至一百零九年五月二十日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2020-05-07,2020-05-20,5.0,2023-12-01 10:33:19.063937
1907,3040,2025-06-25,遠見,連續三次,第一次處置,"１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。
２處置期間：自民國一百十四年六月二十六日起至一百十四年七月九日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。
ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。
ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
",2025-06-26,2025-07-09,5.0,2025-06-25 09:33:17.918982
1910,3041,2020-07-08,揚智,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百零九年七月九日起至一百零九年七月二十二日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2020-07-09,2020-07-22,5.0,2023-12-01 10:33:19.063937
1911,3041,2023-10-25,揚智,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十二年十月二十六日起至一百十二年十一月八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2023-10-26,2023-11-08,5.0,2023-12-12 12:33:18.528372
1920,3043,2020-07-22,科風,連續五次,人工管制撮合,１處置原因：該有價證券之交易，連續五個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百零九年七月二十三日起至一百零九年八月五日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每四十五分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第二項。,2020-07-23,2020-08-05,45.0,2023-12-01 10:33:19.063937
1921,3043,2020-08-05,科風,最近十個營業日已有六次,人工管制撮合,１處置原因：該有價證券之交易，最近十個營業日內已有六個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年八月六日起至一百零九年八月十九日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每六十分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第三項。,2020-08-06,2020-08-19,60.0,2023-12-01 10:33:19.063937
1922,3043,2020-08-25,科風,最近十個營業日已有六次,人工管制撮合,１處置原因：該有價證券之交易，最近十個營業日內已有六個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年八月二十六日起至一百零九年九月八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每六十分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第三項。,2020-08-26,2020-09-08,60.0,2023-12-01 10:33:19.063937
1923,3043,2020-08-31,科風,連續三次,人工管制撮合,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年九月一日起至一百零九年九月十四日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每六十分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第三項。,2020-09-01,2020-09-14,60.0,2023-12-01 10:33:19.063937
1924,3043,2020-09-03,科風,連續三次,人工管制撮合,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年九月四日起至一百零九年九月十七日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每六十分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第三項。,2020-09-04,2020-09-17,60.0,2023-12-01 10:33:19.063937
1925,3043,2020-09-08,科風,連續三次,人工管制撮合,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年九月九日起至一百零九年九月二十二日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每六十分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第三項。,2020-09-09,2020-09-22,60.0,2023-12-01 10:33:19.063937
1926,3043,2020-09-11,科風,連續三次,人工管制撮合,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年九月十四日起至一百零九年九月二十五日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每六十分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第三項。,2020-09-14,2020-09-25,60.0,2023-12-01 10:33:19.063937
1927,3043,2020-10-07,科風,連續三次,人工管制撮合,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年十月八日起至一百零九年十月二十二日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每六十分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第三項。,2020-10-08,2020-10-22,60.0,2023-12-01 10:33:19.063937
1928,3043,2022-08-25,科風,連續三次,人工管制撮合,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十一年八月二十六日起至一百十一年九月八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每四十五分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第二項。,2022-08-26,2022-09-08,45.0,2023-12-01 10:33:19.063937
1929,3043,2022-08-30,科風,連續三次,人工管制撮合,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百十一年八月三十一日起至一百十一年九月十四日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ因該有價證券係變更交易方法且採行分盤集合競價，爰以人工管制之撮合終端機執行撮合作業（約每六十分鐘撮合一次）ｂ變更交易方法有價證券，證券經紀商向投資人預收款券須同時合下列規定：ｉ臺灣證券交易所股份有限公司變更交易方法有價證券交易作業辦法第三條。ii臺灣證券交易所股份有限公司公布或通知注意交易資訊暨處置作業要點第六條第三項。,2022-08-31,2022-09-14,60.0,2023-12-01 10:33:19.063937
1930,3043,2023-08-18,科風,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十二年八月二十一日起至一百十二年九月一日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2023-08-21,2023-09-01,5.0,2023-12-01 10:33:19.063937
1931,3046,2020-03-17,建碁,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百零九年三月十八日起至一百零九年三月三十一日﹝十個營業日，如遇有價證券最後交易日在處置期間，僅處置至最後交易日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2020-03-18,2020-03-31,5.0,2023-12-01 10:33:19.063937
1932,3046,2020-03-20,建碁,連續三次,第二次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年三月二十三日起至一百零九年四月七日﹝十個營業日，如遇有價證券最後交易日在處置期間，僅處置至最後交易日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2020-03-23,2020-04-07,20.0,2023-12-01 10:33:19.063937
1933,3046,2020-04-17,建碁,連續三次,第二次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年四月二十日起至一百零九年五月四日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。,2020-04-20,2020-05-04,20.0,2023-12-01 10:33:19.063937
1934,3046,2021-04-12,建碁,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十年四月十三日起至一百十年四月二十六日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。,2021-04-13,2021-04-26,5.0,2023-12-01 10:33:19.063937
1935,3046,2021-11-24,建碁,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十年十一月二十五日起至一百十年十二月八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。,2021-11-25,2021-12-08,5.0,2023-12-01 10:33:19.063937
1936,3047,2024-07-11,訊舟,最近十個營業日已有六次,第一次處置,１處置原因：該有價證券之交易，最近十個營業日內已有六個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十三年七月十二日起至一百十三年七月二十五日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2024-07-12,2024-07-25,5.0,2024-08-28 10:33:17.223902
